date,TA,RU,V
2014-05-06,0.0,0.0,0.0
2014-05-07,0.0,0.0,0.0
2014-05-08,0.0,0.0,0.0
2014-05-09,0.0,0.0,0.0
2014-05-12,0.0,0.0,0.0
2014-05-13,0.0,0.0,0.0
2014-05-14,0.0,0.0,0.0
2014-05-15,0.0,0.0,0.0
2014-05-16,0.0,0.0,0.0
2014-05-19,0.0,0.0,0.0
2014-05-20,0.0,0.0,0.0
2014-05-21,0.0,0.0,0.0
2014-05-22,0.0,0.0,0.0
2014-05-23,0.0,0.0,0.0
2014-05-26,0.0,0.0,0.0
2014-05-27,0.0,0.0,0.0
2014-05-28,0.0,0.0,0.0
2014-05-29,0.0,0.0,0.0
2014-05-30,0.0,0.0,0.0
2014-06-03,0.0,0.0,0.0
2014-06-04,0.0,0.0,0.0
2014-06-05,0.0,0.0,0.0
2014-06-06,0.0,0.0,0.0
2014-06-09,0.0,0.0,0.0
2014-06-10,0.0,0.0,0.0
2014-06-11,0.0,0.0,0.0
2014-06-12,0.0,0.0,0.0
2014-06-13,0.0,0.0,0.0
2014-06-16,0.0,0.0,0.0
2014-06-17,0.0,0.0,0.0
2014-06-18,0.0,0.0,0.0
2014-06-19,0.0,0.0,0.0
2014-06-20,0.0,0.0,0.0
2014-06-23,0.0,0.0,0.0
2014-06-24,0.0,0.0,0.0
2014-06-25,0.0,0.0,0.0
2014-06-26,0.0,0.0,0.0
2014-06-27,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0
2014-07-02,0.0,0.0,0.0
2014-07-03,0.0,0.0,0.0
2014-07-04,0.0,0.0,0.0
2014-07-07,0.0,0.0,0.0
2014-07-08,0.0,0.0,0.0
2014-07-09,0.0,0.0,0.0
2014-07-10,0.0,0.0,0.0
2014-07-11,0.0,0.0,0.0
2014-07-14,0.0,0.0,0.0
2014-07-15,0.0,0.0,0.0
2014-07-16,0.0,0.0,0.0
2014-07-17,0.0,0.0,0.0
2014-07-18,0.0,0.0,0.0
2014-07-21,0.0,0.0,0.0
2014-07-22,0.0,0.0,0.0
2014-07-23,0.0,0.0,0.0
2014-07-24,0.0,0.0,0.0
2014-07-25,0.0,0.0,0.0
2014-07-28,0.0,0.0,0.0
2014-07-29,0.0,0.0,0.0
2014-07-30,0.0,0.0,0.0
2014-07-31,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0
2014-08-04,0.0,0.0,0.0
2014-08-05,0.0,0.0,0.0
2014-08-06,0.0,0.0,0.0
2014-08-07,0.0,0.0,0.0
2014-08-08,0.0,0.0,0.0
2014-08-11,0.0,0.0,0.0
2014-08-12,0.0,0.0,0.0
2014-08-13,0.0,1.0,0.0
2014-08-14,0.0,0.009727585357317832,0.9902724146426822
2014-08-15,0.0,0.2139282832861917,0.7860717167138084
2014-08-18,0.0,0.18012164689090998,0.8198783531090901
2014-08-19,0.9970778975965738,0.000509635074538088,0.002412467328888132
2014-08-20,0.9299511416522492,0.011700302171211601,0.058348556176539106
2014-08-21,0.8528686372120315,0.025903208974992487,0.12122815381297608
2014-08-22,0.8562552935648751,0.022268049663027777,0.12147665677209714
2014-08-25,0.8294740108634371,0.025020528033049484,0.1455054611035135
2014-08-26,0.8316144828239722,0.024029382852938264,0.1443561343230895
2014-08-27,0.833108801473606,0.022275672299768245,0.14461552622662574
2014-08-28,0.8350885622110346,0.021436468288709046,0.1434749695002564
2014-08-29,0.8353867931330529,0.02144022166342194,0.14317298520352506
2014-09-01,0.8444287600583105,0.01901508132556487,0.1365561586161248
2014-09-02,0.8886076072372516,0.019788257332422978,0.09160413543032539
2014-09-03,0.8911856660121201,0.018475292035063304,0.09033904195281657
2014-09-04,0.8996941748281276,0.018443875561653708,0.08186194961021873
2014-09-05,0.902350783194666,0.018332238186477386,0.07931697861885678
2014-09-09,0.9094334905449996,0.017371725216917423,0.073194784238083
2014-09-10,0.9145097193296247,0.013169216636619532,0.07232106403375585
2014-09-11,0.9215833499363602,0.009553138337361072,0.06886351172627875
2014-09-12,0.9307563820723457,0.009648226041554275,0.059595391886100024
2014-09-15,0.9307563820723457,0.009648226041554275,0.059595391886100024
2014-09-16,0.9307554190319473,0.009649250744457586,0.05959533022359515
2014-09-17,0.9315873028797379,0.0094947430671475,0.058917954053114646
2014-09-18,0.9376208339880534,0.009555297585059502,0.05282386842688724
2014-09-19,0.937623603025652,0.009552372544871669,0.05282402442947642
2014-09-22,0.9388624579093819,0.009027010172364682,0.05211053191825339
2014-09-23,0.9425961551667692,0.007944178580695285,0.04945966625253554
2014-09-24,0.9498450651001036,0.00726039521157418,0.04289453968832226
2014-09-25,0.9510525004054439,0.007197992557831725,0.04174950703672451
2014-09-26,0.9512206236025983,0.007104808244417233,0.04167456815298439
2014-09-29,0.9514614538669955,0.006853426802913687,0.04168511933009082
2014-09-30,0.9546262006089455,0.006508207830097458,0.03886559156095705
2014-10-08,0.9546837968285212,0.006434516010137606,0.03888168716134126
2014-10-09,0.6358360486951931,0.05775917570384957,0.30640477560095736
2014-10-10,0.5370216451135402,0.06973372259013097,0.3932446322963287
2014-10-13,0.5357382579250309,0.07148965353837551,0.39277208853659346
2014-10-14,0.5393113537194573,0.07273234682721233,0.38795629945333054
2014-10-15,0.5480891540529262,0.06796268360792392,0.3839481623391498
2014-10-16,0.549193270018402,0.06778603557232933,0.3830206944092687
2014-10-17,0.5481562229750818,0.0684053215093505,0.3834384555155677
2014-10-20,0.5529082230107569,0.06672396897154388,0.38036780801769926
2014-10-21,0.5923768101911844,0.07187396823151118,0.33574922157730447
2014-10-22,0.5934930202407473,0.07081732829178111,0.33568965146747154
2014-10-23,0.6864500629872926,0.08202204200704982,0.23152789500565762
2014-10-24,0.719954892539164,0.08654503817290168,0.1935000692879343
2014-10-27,0.7665958481973505,0.08752020528270613,0.14588394651994344
2014-10-28,0.7654825867088128,0.08783209553603491,0.14668531775515237
2014-10-29,0.7666717392236626,0.08698017667186472,0.14634808410447264
2014-10-30,0.7663628388447502,0.08686173876653833,0.1467754223887114
2014-10-31,0.7693409327642325,0.08600484828245485,0.14465421895331274
2014-11-03,0.7693902204595103,0.08592336358452198,0.14468641595596765
2014-11-04,0.7697807353930337,0.08603837896030254,0.14418088564666373
2014-11-05,0.7673808553425436,0.0899297163851098,0.14268942827234654
2014-11-06,0.7491114098244953,0.09656880722985842,0.15431978294564633
2014-11-07,0.7797175758599205,0.10447690230066098,0.1158055218394185
2014-11-10,0.7792237603881909,0.1043913408701845,0.11638489874162462
2014-11-11,0.7130034472485254,0.13614882616525828,0.15084772658621642
2014-11-12,0.6547278880175089,0.16402872069608468,0.1812433912864064
2014-11-13,0.649928768948935,0.16606590088378198,0.18400533016728315
2014-11-14,0.6170652950674201,0.18082194165633644,0.2021127632762435
2014-11-17,0.6004274087326351,0.18865577975737394,0.21091681150999095
2014-11-18,0.592239109204823,0.1960400464853819,0.21172084430979513
2014-11-19,0.524034999252259,0.22862259795136272,0.24734240279637815
2014-11-20,0.5288081709435383,0.22752462464617754,0.2436672044102843
2014-11-21,0.3966698799814612,0.2919959125156972,0.3113342075028417
2014-11-24,0.39373317286577597,0.28713545942276775,0.3191313677114562
2014-11-25,0.39641722016158465,0.28230807626070337,0.3212747035777119
2014-11-26,0.3847349615540424,0.2877741657262733,0.3274908727196843
2014-11-27,0.3246428748856604,0.3161506812512177,0.35920644386312206
2014-11-28,0.32525528196177717,0.3148606663018771,0.35988405173634574
2014-12-01,0.28222004951801455,0.3348150468148697,0.3829649036671158
2014-12-02,0.2755806621149578,0.3354688898742682,0.38895044801077405
2014-12-03,0.2728217898974829,0.3339901266247889,0.3931880834777283
2014-12-04,0.2469320302490232,0.3452766665739313,0.40779130317704554
2014-12-05,0.23241716271821156,0.3519884359915636,0.4155944012902249
2014-12-08,0.23280552311263789,0.3540914331227627,0.41310304376459933
2014-12-09,0.2282593779890331,0.3502192377336282,0.4215213842773387
2014-12-10,0.21944074171250383,0.3236723707398718,0.4568868875476244
2014-12-11,0.2202249043960563,0.32347316319155855,0.4563019324123852
2014-12-12,0.2220177156152164,0.3217568773837134,0.4562254070010701
2014-12-15,0.2219545185695216,0.32088900737002646,0.4571564740604519
2014-12-16,0.22732367578686763,0.3174806681408795,0.4551956560722529
2014-12-17,0.22737690572441155,0.31618738980168404,0.4564357044739044
2014-12-18,0.21213881222926068,0.322011430400983,0.46584975736975637
2014-12-19,0.20565489996160097,0.3247072119471858,0.46963788809121326
2014-12-22,0.20141087718782757,0.3272365179967659,0.4713526048154065
2014-12-23,0.20687304293126876,0.3375429571528547,0.45558399991587656
2014-12-24,0.2075762063692818,0.3346605600077118,0.4577632336230064
2014-12-25,0.20756121188699098,0.3340369951791979,0.45840179293381117
2014-12-26,0.2054741066176049,0.33346341966003235,0.46106247372236275
2014-12-29,0.20856684315748192,0.32574191571378913,0.465691241128729
2014-12-30,0.20790377075481442,0.32614442404415805,0.4659518052010276
2014-12-31,0.21195830793512552,0.33218642943448223,0.45585526263039217
2015-01-05,0.21951775763569537,0.32102266120080736,0.4594595811634973
2015-01-06,0.22038009355902474,0.32206046957487683,0.45755943686609846
2015-01-07,0.21350516933027935,0.32908059447969634,0.45741423619002436
2015-01-08,0.21421848823882678,0.3283169310922291,0.4574645806689442
2015-01-09,0.2144923392936776,0.3284797027801238,0.45702795792619866
2015-01-12,0.21580965888086784,0.3301673394306469,0.45402300168848525
2015-01-13,0.22616886433725078,0.34764367719585537,0.42618745846689393
2015-01-14,0.22796258709508538,0.3504422813860399,0.42159513151887484
2015-01-15,0.22455097748657912,0.3492986246564449,0.426150397856976
2015-01-16,0.22503220540563917,0.34723429858850197,0.4277334960058589
2015-01-19,0.222743055547212,0.35094929517136203,0.42630764928142606
2015-01-20,0.22361745646051387,0.3526152691647965,0.42376727437468975
2015-01-21,0.22280921324655373,0.35382076478712204,0.4233700219663242
2015-01-22,0.22341881545995906,0.35469973017277956,0.42188145436726143
2015-01-23,0.2233035270758239,0.3552217681776073,0.4214747047465688
2015-01-26,0.2205017176122832,0.3561130705576965,0.42338521183002037
2015-01-27,0.2202111308013914,0.35639978971319863,0.42338907948541
2015-01-28,0.21989044676139644,0.3575900903142403,0.4225194629243632
2015-01-29,0.2200807901346495,0.35767675575989133,0.42224245410545913
2015-01-30,0.21968158700588103,0.3578367069955352,0.42248170599858376
2015-02-02,0.2200674415348414,0.3587463039308891,0.4211862545342695
2015-02-03,0.2191239657429295,0.3591499295019384,0.42172610475513206
2015-02-04,0.21843572658665222,0.3604978157439959,0.42106645766935186
2015-02-05,0.21851397013077578,0.3695693899588781,0.41191663991034605
2015-02-06,0.21948126973626322,0.37121560475434195,0.4093031255093949
2015-02-09,0.2207475597748488,0.3720166530900191,0.40723578713513203
2015-02-10,0.22163075244338656,0.37017602979244774,0.40819321776416573
2015-02-11,0.22180735050939376,0.37031831411161337,0.40787433537899287
2015-02-12,0.22211178916463206,0.37006619047330946,0.40782202036205856
2015-02-13,0.22322319577128455,0.370990959717152,0.4057858445115635
2015-02-16,0.22359609570505026,0.3716204726837768,0.404783431611173
2015-02-17,0.22500405883341165,0.3681354456421873,0.40686049552440107
2015-02-25,0.22544133652584786,0.36721554199329115,0.40734312148086105
2015-02-26,0.22817521323278095,0.3647450096655481,0.407079777101671
2015-02-27,0.22867869887960046,0.3646655781044368,0.40665572301596276
2015-03-02,0.2303632731531003,0.36018650703414834,0.4094502198127514
2015-03-03,0.23075011156547007,0.36007800968500525,0.40917187874952465
2015-03-04,0.24818867082902538,0.33112648623122415,0.4206848429397505
2015-03-05,0.25010269633592,0.32613956966860713,0.4237577339954728
2015-03-06,0.25003996457973104,0.326129698099465,0.4238303373208039
2015-03-09,0.24957894876596637,0.3261685277529921,0.4242525234810416
2015-03-10,0.2506834731525501,0.326573486951034,0.422743039896416
2015-03-11,0.2507424589409153,0.32657055784649003,0.4226869832125946
2015-03-12,0.2521398641131755,0.32339400832313747,0.4244661275636871
2015-03-13,0.2539104194684476,0.3220867662879495,0.4240028142436029
2015-03-16,0.2536816244800972,0.3228829057522493,0.4234354697676536
2015-03-17,0.2539679170159427,0.32187847156227206,0.4241536114217853
2015-03-18,0.25445106511314175,0.3221316057711914,0.423417329115667
2015-03-19,0.25510586098451016,0.3226321209992209,0.422262018016269
2015-03-20,0.2557472962353125,0.32360031051257815,0.4206523932521094
2015-03-23,0.25600374398113407,0.3232050490387054,0.42079120698016054
2015-03-24,0.25788106920640275,0.32537756685239894,0.4167413639411983
2015-03-25,0.2627796007195682,0.3201358173697811,0.41708458191065073
2015-03-26,0.2624483320019467,0.32133088863116566,0.41622077936688767
2015-03-27,0.26200145127725455,0.3222427433118547,0.41575580541089086
2015-03-30,0.26200777457490854,0.32223811831933824,0.4157541071057532
2015-03-31,0.2625488041234217,0.3206120484172453,0.4168391474593331
2015-04-01,0.26306091665371806,0.31950507476955237,0.4174340085767296
2015-04-02,0.2632980618701855,0.31886816832199183,0.4178337698078228
2015-04-03,0.2635463076732219,0.31841749241965894,0.4180361999071191
2015-04-07,0.26408254171317685,0.31686112069051553,0.4190563375963076
2015-04-08,0.2637972700370504,0.3174607900035268,0.4187419399594229
2015-04-09,0.2639215435516292,0.3171263536472036,0.4189521028011671
2015-04-10,0.26507561578020367,0.31403123485560275,0.42089314936419364
2015-04-13,0.2665025616311762,0.31026150710952566,0.4232359312592982
2015-04-14,0.2664307369031464,0.3103201161968274,0.4232491469000263
2015-04-15,0.26931188553513496,0.3028968803399505,0.42779123412491454
2015-04-16,0.2690894610678099,0.3032575295404307,0.42765300939175943
2015-04-17,0.26888648637117313,0.30313166518186474,0.42798184844696213
2015-04-20,0.2690291532807909,0.3026563774382276,0.4283144692809815
2015-04-21,0.2683282077850571,0.30179078336807424,0.4298810088468687
2015-04-22,0.2676299180298332,0.3010914735127321,0.4312786084574347
2015-04-23,0.26917472742250487,0.2876670369947899,0.4431582355827053
2015-04-24,0.26920036919509477,0.2876873829857158,0.44311224781918956
2015-04-27,0.2693481217615632,0.2871404193420256,0.44351145889641114
2015-04-28,0.2692730119528864,0.2871045077024332,0.4436224803446805
2015-04-29,0.27080173754328124,0.2826539448248669,0.4465443176318519
2015-04-30,0.270764046773492,0.28272936284342987,0.44650659038307816
2015-05-04,0.2704348251906438,0.28282320902245295,0.44674196578690334
2015-05-05,0.2702220689156414,0.282609130660676,0.4471688004236826
2015-05-06,0.26999071759048554,0.28304759845186866,0.4469616839576458
2015-05-07,0.26379867729365336,0.27704853577716415,0.4591527869291825
2015-05-08,0.263345436934915,0.27766216914826125,0.45899239391682384
2015-05-11,0.26325783021727306,0.277704063988882,0.45903810579384496
2015-05-12,0.26359932551148657,0.2776289031989035,0.45877177128961
2015-05-13,0.2634194481190378,0.27762431308179414,0.45895623879916814
2015-05-14,0.26537730625202915,0.27954953976603153,0.4550731539819392
2015-05-15,0.26590856385271755,0.2798804924826462,0.4542109436646363
2015-05-18,0.2649382892613304,0.2789660431794458,0.45609566755922376
2015-05-19,0.26541099449409994,0.2789138559975151,0.455675149508385
2015-05-20,0.26501056186731237,0.27892618732792335,0.45606325080476423
2015-05-21,0.2711689000328258,0.2807578580568493,0.448073241910325
2015-05-22,0.2710890740187325,0.2812917665701491,0.44761915941111846
2015-05-25,0.27207922797737216,0.2831169104295223,0.44480386159310553
2015-05-26,0.2730108051687094,0.28359242948024943,0.44339676535104117
2015-05-27,0.27642693341530167,0.2822844177648627,0.44128864881983565
2015-05-28,0.27890236272827784,0.2850417178871951,0.436055919384527
2015-05-29,0.28415721566725305,0.2825097592227344,0.4333330251100126
2015-06-01,0.2853773269376881,0.28235950060500836,0.43226317245730356
2015-06-02,0.28771463587276974,0.2804589076029207,0.4318264565243096
2015-06-03,0.29446583891129136,0.27690880763068015,0.42862535345802855
2015-06-04,0.2997054066194617,0.2751916878035919,0.4251029055769464
2015-06-05,0.30205809190629374,0.2724056704919892,0.4255362376017171
2015-06-08,0.30486477093316133,0.27164706247699666,0.42348816658984206
2015-06-09,0.31872734105805517,0.2710146748686318,0.4102579840733131
2015-06-10,0.3186045970347973,0.27097645356625344,0.41041894939894924
2015-06-11,0.31885539123357654,0.2715640425571669,0.40958056620925665
2015-06-12,0.3190731414651765,0.27096479974213145,0.40996205879269193
2015-06-15,0.3187391369565197,0.2711741925551035,0.4100866704883769
2015-06-16,0.3213363994202942,0.26521498520452097,0.41344861537518485
2015-06-17,0.3376555538920914,0.2589425894012342,0.4034018567066744
2015-06-18,0.34809666433615094,0.254535438625078,0.397367897038771
2015-06-19,0.35552009459945333,0.25175962050852024,0.39272028489202643
2015-06-23,0.3545753728751518,0.24734301395987052,0.39808161316497764
2015-06-24,0.3549329001385411,0.2477001510811845,0.3973669487802743
2015-06-25,0.3568283404754946,0.24725512353532345,0.39591653598918203
2015-06-26,0.3632657728054379,0.24515688197205515,0.391577345222507
2015-06-29,0.3638113482182031,0.2425544015727926,0.3936342502090044
2015-06-30,0.3651641821061325,0.24206451625546085,0.3927713016384067
2015-07-01,0.3636131654547491,0.2405635756606749,0.39582325888457603
2015-07-02,0.3594380014194527,0.24053340484816457,0.4000285937323828
2015-07-03,0.36043043189865714,0.23752794707136418,0.40204162102997876
2015-07-06,0.38427071668773083,0.22654652319034482,0.3891827601219243
2015-07-07,0.3841834292970861,0.22651296037310784,0.3893036103298061
2015-07-08,0.3880549214393021,0.2219135500109874,0.39003152854971057
2015-07-09,0.3840109861368355,0.22334780085911177,0.3926412130040528
2015-07-10,0.38096038747024397,0.20369356008421066,0.4153460524455454
2015-07-13,0.3834455588328807,0.19197385507438244,0.42458058609273686
2015-07-14,0.400897074559943,0.18651221330709342,0.41259071213296356
2015-07-15,0.40154492534174757,0.18651252741685706,0.4119425472413953
2015-07-16,0.4116491204846102,0.18108026222778606,0.4072706172876038
2015-07-17,0.41217687620354043,0.18027084451688608,0.4075522792795735
2015-07-20,0.4211038672899667,0.1664540583127616,0.41244207439727165
2015-07-21,0.4194007951463053,0.1655329143276625,0.41506629052603217
2015-07-22,0.4213896603295008,0.16459116602110924,0.41401917364938995
2015-07-23,0.43443003625526366,0.1605448254901242,0.4050251382546121
2015-07-24,0.4377300792387021,0.15928681423394167,0.40298310652735636
2015-07-27,0.4429587135612041,0.15676210754528133,0.40027917889351455
2015-07-28,0.4440319340170045,0.15549928352958528,0.40046878245341033
2015-07-29,0.44573352616688083,0.15402567929744687,0.40024079453567235
2015-07-30,0.44769747749008276,0.15263591409459662,0.3996666084153207
2015-07-31,0.456211153427057,0.15026705135363272,0.39352179521931024
2015-08-03,0.46242373256731995,0.14847426145961118,0.3891020059730689
2015-08-04,0.4848797430090873,0.1381218966941898,0.3769983602967229
2015-08-05,0.4817458578257848,0.13789825642923295,0.38035588574498236
2015-08-06,0.48213439917170386,0.13849160235330074,0.3793739984749955
2015-08-07,0.461934294061917,0.14406866401526303,0.39399704192282
2015-08-10,0.45520563835906874,0.14533989486736934,0.399454466773562
2015-08-11,0.4554491107858688,0.1447363685908279,0.39981452062330336
2015-08-12,0.4500450341616466,0.14534558476391338,0.40460938107444
2015-08-13,0.4455638849377374,0.1462427385507607,0.40819337651150184
2015-08-14,0.4408633729077733,0.14940458106061963,0.4097320460316072
2015-08-17,0.4384246865434783,0.15020455605694466,0.411370757399577
2015-08-18,0.432268978726655,0.14962464780619772,0.41810637346714735
2015-08-19,0.43374182624154395,0.1501524298752716,0.4161057438831844
2015-08-20,0.4332199658996282,0.15081193339869267,0.4159681007016791
2015-08-21,0.4332382953083774,0.15114662036885157,0.41561508432277106
2015-08-24,0.4142762670443819,0.15430121453807735,0.4314225184175408
2015-08-25,0.40801053205543864,0.15735781012093195,0.4346316578236295
2015-08-26,0.3512356477943892,0.16936165379799994,0.4794026984076109
2015-08-27,0.3534776057773488,0.16968708961751408,0.47683530460513707
2015-08-28,0.3470426265112052,0.16985906418072494,0.4830983093080698
2015-08-31,0.34544772567826004,0.18612669346514407,0.46842558085659586
2015-09-01,0.3459378512890778,0.1892496767761503,0.46481247193477193
2015-09-02,0.3408507354856152,0.18947321124247016,0.4696760532719147
2015-09-07,0.3338858781860431,0.19356191377515064,0.4725522080388063
2015-09-08,0.33478151024293523,0.19455191388143522,0.4706665758756296
2015-09-09,0.33406724854987047,0.19438743128037658,0.47154532016975303
2015-09-10,0.33369954854135137,0.19426836951039836,0.47203208194825025
2015-09-11,0.33313640169268316,0.19407392517488764,0.47278967313242926
2015-09-14,0.3291533475999343,0.1955325197594517,0.47531413264061395
2015-09-15,0.3261003344409109,0.1938708731021871,0.48002879245690205
2015-09-16,0.32126752584076146,0.1938698765666578,0.4848625975925807
2015-09-17,0.3210032911855689,0.19541513956356038,0.48358156925087076
2015-09-18,0.31747186797768334,0.1977879229703091,0.48474020905200754
2015-09-21,0.31835389512436196,0.19914127987863073,0.48250482499700736
2015-09-22,0.31776586619759434,0.20060280805063035,0.4816313257517752
2015-09-23,0.3166241981848642,0.20162295056090282,0.48175285125423295
2015-09-24,0.314491440016787,0.20303194213444814,0.48247661784876494
2015-09-25,0.3136994030949579,0.20371303881445837,0.48258755809058373
2015-09-28,0.31286689395052253,0.2043475040307395,0.48278560201873794
2015-09-29,0.3135801700786513,0.2045222510766878,0.4818975788446609
2015-09-30,0.3110283992723131,0.20543850068982744,0.4835331000378594
2015-10-08,0.3099727363465711,0.2067819789423269,0.4832452847111021
2015-10-09,0.30091176219581645,0.21017393470820847,0.48891430309597506
2015-10-12,0.30131747158931566,0.2092302646416177,0.4894522637690667
2015-10-13,0.3005184450840427,0.2070779925398974,0.49240356237606
2015-10-14,0.30119691520806674,0.20719384906330152,0.49160923572863174
2015-10-15,0.29977072578298575,0.20758004748469844,0.4926492267323159
2015-10-16,0.3000127568474522,0.207772132149675,0.4922151110028728
2015-10-19,0.2996748440977986,0.20795256041330087,0.4923725954889005
2015-10-20,0.2997607119082317,0.20763973443728992,0.49259955365447833
2015-10-21,0.30086071231701683,0.2111751414833008,0.4879641461996825
2015-10-22,0.3009138686484774,0.2110416283478243,0.48804450300369834
2015-10-23,0.30126661659659626,0.20921821316293635,0.4895151702404675
2015-10-26,0.30041120547450956,0.20905487624280086,0.49053391828268966
2015-10-27,0.2995968937449121,0.21111262187750598,0.489290484377582
2015-10-28,0.30087448757711255,0.20742667071916512,0.4916988417037224
2015-10-29,0.30095751922080555,0.2064698224696579,0.4925726583095366
2015-10-30,0.30056604625180805,0.20619058363558215,0.49324337011260977
2015-11-02,0.30120706740015313,0.2059955146061885,0.49279741799365845
2015-11-03,0.30189692236360643,0.20600238900302145,0.4921006886333721
2015-11-04,0.30308703009289667,0.20517762062053124,0.4917353492865721
2015-11-05,0.304017791445198,0.2020572945202673,0.4939249140345346
2015-11-06,0.3057645744635841,0.20287366492949543,0.49136176060692033
2015-11-09,0.30613079167108626,0.20195453809155614,0.49191467023735763
2015-11-10,0.3047595937066357,0.20107836379301314,0.49416204250035123
2015-11-11,0.30509887749661346,0.20124600757255365,0.4936551149308329
2015-11-12,0.30635529563785313,0.19927942504487414,0.4943652793172727
2015-11-13,0.3062947036160242,0.19895082537814876,0.494754471005827
2015-11-16,0.3057029610465181,0.19853912066405466,0.4957579182894272
2015-11-17,0.30204850399763067,0.19425201808876408,0.5036994779136053
2015-11-18,0.3035884494304081,0.1907531961000908,0.5056583544695011
2015-11-19,0.30158634275676954,0.18943386832251852,0.5089797889207119
2015-11-20,0.300695276654851,0.18878861432635402,0.510516109018795
2015-11-23,0.3019333851877404,0.18699062259468407,0.5110759922175756
2015-11-24,0.2974839846281357,0.1840776932454292,0.5184383221264351
2015-11-25,0.29768384884286714,0.18405519409341894,0.5182609570637139
2015-11-26,0.30576872673747374,0.16880978590071788,0.5254214873618084
2015-11-27,0.3049220813144653,0.16828605394640722,0.5267918647391274
2015-11-30,0.3060077562746152,0.1659917130478464,0.5280005306775384
2015-12-01,0.30651239029240895,0.16551036189731902,0.5279772478102721
2015-12-02,0.3047596749909047,0.16522052856802447,0.5300197964410708
2015-12-03,0.30554309612483593,0.16380586494705665,0.5306510389281075
2015-12-04,0.3039209457838666,0.16265077918969514,0.5334282750264383
2015-12-07,0.3043420095198021,0.162745608720499,0.532912381759699
2015-12-08,0.3055732994013479,0.1633318399767406,0.5310948606219116
2015-12-09,0.3060567969638591,0.16307790006448108,0.5308653029716598
2015-12-10,0.30643874616067746,0.162380487017204,0.5311807668221186
2015-12-11,0.3066141790724139,0.16412931862622196,0.5292565023013642
2015-12-14,0.3067429447695231,0.1634692347547463,0.5297878204757306
2015-12-15,0.3074615307319774,0.16192665274337747,0.5306118165246452
2015-12-16,0.3071867949971867,0.1616155969455953,0.5311976080572179
2015-12-17,0.307561667173113,0.1623911788670475,0.5300471539598395
