date,CU,AL,ZN,NI
2014-05-14,0.0,0.0,0.0,0.0
2014-05-15,0.0,0.0,0.0,0.0
2014-05-16,0.0,0.0,0.0,0.0
2014-05-19,0.0,0.0,0.0,0.0
2014-05-20,0.0,0.0,0.0,0.0
2014-05-21,0.0,0.0,0.0,0.0
2014-05-22,0.0,0.0,0.0,0.0
2014-05-23,0.0,0.0,0.0,0.0
2014-05-26,0.0,0.0,0.0,0.0
2014-05-27,0.0,0.0,0.0,0.0
2014-05-28,0.0,0.0,0.0,0.0
2014-05-29,0.0,0.0,0.0,0.0
2014-05-30,0.0,0.0,0.0,0.0
2014-06-03,0.0,0.0,0.0,0.0
2014-06-04,0.0,0.0,0.0,0.0
2014-06-05,0.0,0.0,0.0,0.0
2014-06-06,0.0,0.0,0.0,0.0
2014-06-09,0.0,0.0,0.0,0.0
2014-06-10,0.0,0.0,0.0,0.0
2014-06-11,0.0,0.0,0.0,0.0
2014-06-12,0.0,0.0,0.0,0.0
2014-06-13,0.0,0.0,0.0,0.0
2014-06-16,0.0,0.0,0.0,0.0
2014-06-17,0.0,0.0,0.0,0.0
2014-06-18,0.0,0.0,0.0,0.0
2014-06-19,0.0,0.0,0.0,0.0
2014-06-20,0.0,0.0,0.0,0.0
2014-06-23,0.0,0.0,0.0,0.0
2014-06-24,0.0,0.0,0.0,0.0
2014-06-25,0.0,0.0,0.0,0.0
2014-06-26,0.0,0.0,0.0,0.0
2014-06-27,0.0,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0
2014-07-02,0.0,0.0,0.0,0.0
2014-07-03,0.0,0.0,0.0,0.0
2014-07-04,0.0,0.0,0.0,0.0
2014-07-07,0.0,0.0,0.0,0.0
2014-07-08,0.0,0.0,0.0,0.0
2014-07-09,0.0,0.0,0.0,0.0
2014-07-10,0.0,0.0,0.0,0.0
2014-07-11,0.0,0.0,0.0,0.0
2014-07-14,0.0,0.0,0.0,0.0
2014-07-15,0.0,0.0,0.0,0.0
2014-07-16,0.0,0.0,0.0,0.0
2014-07-17,0.0,0.0,0.0,0.0
2014-07-18,0.0,0.0,0.0,0.0
2014-07-21,0.0,0.0,0.0,0.0
2014-07-22,0.0,0.0,0.0,0.0
2014-07-23,0.0,0.0,0.0,0.0
2014-07-24,0.0,0.0,0.0,0.0
2014-07-25,0.0,0.0,0.0,0.0
2014-07-28,0.0,0.0,0.0,0.0
2014-07-29,0.0,0.0,0.0,0.0
2014-07-30,0.0,0.0,0.0,0.0
2014-07-31,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0
2014-08-04,0.0,0.0,0.0,0.0
2014-08-05,0.0,0.0,0.0,0.0
2014-08-06,0.0,0.0,0.0,0.0
2014-08-07,0.0,0.0,0.0,0.0
2014-08-08,0.0,0.0,0.0,0.0
2014-08-11,0.0,0.0,0.0,0.0
2014-08-12,0.0,0.0,0.0,0.0
2014-08-13,0.0,0.0,0.0,0.0
2014-08-14,0.0,0.0,0.0,0.0
2014-08-15,0.75,0.0,0.24999999999999994,0.0
2014-08-18,0.6254756584801925,0.0,0.37452434151980746,0.0
2014-08-19,0.02100977010523719,0.9698121132197121,0.00917811667505074,0.0
2014-08-20,0.4447281179511289,0.3777720589984139,0.17749982305045728,0.0
2014-08-21,0.5368179783482442,0.3339830804014435,0.12919894125031234,0.0
2014-08-22,0.5481474214124163,0.31992722042071814,0.13192535816686551,0.0
2014-08-25,0.5704635768704953,0.2954384710106385,0.13409795211886627,0.0
2014-08-26,0.5704072554706182,0.2953485715639755,0.13424417296540625,0.0
2014-08-27,0.5356296151995595,0.32167678550106343,0.14269359929937708,0.0
2014-08-28,0.48056294489139006,0.3550643660672256,0.16437268904138438,0.0
2014-08-29,0.292893827543792,0.5412702158452036,0.1658359566110044,0.0
2014-09-01,0.2887537405881174,0.5468467765879308,0.1643994828239518,0.0
2014-09-02,0.27961895181249535,0.5444883240824139,0.17589272410509066,0.0
2014-09-03,0.2341529523276595,0.589776723521706,0.17607032415063456,0.0
2014-09-04,0.2873226448564674,0.5739473456648265,0.13873000947870617,0.0
2014-09-05,0.28918375987663986,0.5749797001893212,0.1358365399340389,0.0
2014-09-09,0.30361920245194424,0.6178770108711699,0.07850378667688589,0.0
2014-09-10,0.30606861281227354,0.6219239041762887,0.0720074830114377,0.0
2014-09-11,0.2861556515953794,0.6643565358967244,0.04948781250789611,0.0
2014-09-12,0.2809518691084657,0.6747109761647803,0.04433715472675399,0.0
2014-09-15,0.26086671871835754,0.6928803634129396,0.046252917868702934,0.0
2014-09-16,0.2587831341954484,0.6950740263821652,0.046142839422386554,0.0
2014-09-17,0.27346222628440264,0.6779161609617019,0.04862161275389531,0.0
2014-09-18,0.26626478225056704,0.6846379115034001,0.04909730624603291,0.0
2014-09-19,0.24891324647566826,0.700798888378359,0.05028786514597278,0.0
2014-09-22,0.23857197249766462,0.7104825004501466,0.05094552705218883,0.0
2014-09-23,0.23748430958593614,0.7121013348104853,0.050414355603578494,0.0
2014-09-24,0.20736977896992442,0.7441555169471056,0.04847470408297002,0.0
2014-09-25,0.21363260902878406,0.7377217165524393,0.04864567441877667,0.0
2014-09-26,0.20520978300758383,0.7458503667959724,0.048939850196443924,0.0
2014-09-29,0.20275237397239868,0.7482504491649653,0.04899717686263607,0.0
2014-09-30,0.20294681225978495,0.7480453535393254,0.049007834200889666,0.0
2014-10-08,0.21459290722375257,0.7335854675735317,0.05182162520271576,0.0
2014-10-09,0.22703386468836348,0.7216146948814509,0.051351440430185746,0.0
2014-10-10,0.23530319766058339,0.7115224189828143,0.05317438335660235,0.0
2014-10-13,0.24752176947669333,0.6962646757835584,0.056213554739748296,0.0
2014-10-14,0.27144419102296585,0.6662707122243907,0.062285096752643536,0.0
2014-10-15,0.2758870067036555,0.659089632681512,0.06502336061483245,0.0
2014-10-16,0.27403964734632325,0.6606468887974203,0.06531346385625647,0.0
2014-10-17,0.27570539158109186,0.6598334774917054,0.06446113092720278,0.0
2014-10-20,0.2803407575015275,0.6546126904203474,0.0650465520781252,0.0
2014-10-21,0.2893852372764594,0.6431273128466201,0.06748744987692061,0.0
2014-10-22,0.29131210771796434,0.6405909782040909,0.06809691407794473,0.0
2014-10-23,0.2893829011671585,0.6418248861165075,0.06879221271633405,0.0
2014-10-24,0.2897308281961636,0.6414638777678191,0.06880529403601737,0.0
2014-10-27,0.29094835561224613,0.6401022419457534,0.06894940244200058,0.0
2014-10-28,0.28998676743139323,0.6409900282905482,0.06902320427805861,0.0
2014-10-29,0.29101277181690427,0.6397266803064736,0.06926054787662222,0.0
2014-10-30,0.25590280111831276,0.6714089111901503,0.07268828769153697,0.0
2014-10-31,0.25564167913934716,0.6715783973970473,0.07277992346360554,0.0
2014-11-03,0.22303022010323736,0.7008038555531336,0.07616592434362905,0.0
2014-11-04,0.261221848443195,0.6453936324802875,0.0933845190765175,0.0
2014-11-05,0.25811991557749714,0.6480503622029355,0.09382972221956727,0.0
2014-11-06,0.23023834866509466,0.6724458438656211,0.09731580746928432,0.0
2014-11-07,0.23768511365434566,0.6412961055371649,0.12101878080848948,0.0
2014-11-10,0.2530326901900092,0.6139983879277041,0.13296892188228665,0.0
2014-11-11,0.23362002643711988,0.6288134219645113,0.13756655159836872,0.0
2014-11-12,0.29645120667306485,0.5187462171429975,0.18480257618393764,0.0
2014-11-13,0.2794454910555833,0.5247365462702243,0.19581796267419246,0.0
2014-11-14,0.2898999282577145,0.49044703920267785,0.21965303253960763,0.0
2014-11-17,0.2920575716613228,0.4824343670105131,0.22550806132816414,0.0
2014-11-18,0.31704129149460436,0.4231109175020944,0.2598477910033013,0.0
2014-11-19,0.32820091260170414,0.3872075049283923,0.28459158246990357,0.0
2014-11-20,0.33636895134731476,0.35495473255568744,0.3086763160969978,0.0
2014-11-21,0.33349162513268715,0.3544552422774264,0.3120531325898865,0.0
2014-11-24,0.33101844162155125,0.3557143669483235,0.3132671914301252,0.0
2014-11-25,0.31506693158513494,0.3099988804886617,0.3749341879262033,0.0
2014-11-26,0.31495917793327777,0.2990434451543517,0.3859973769123706,0.0
2014-11-27,0.3152921782478794,0.2983096951771726,0.38639812657494793,0.0
2014-11-28,0.2716878279122451,0.316923657716858,0.41138851437089685,0.0
2014-12-01,0.2710793395191133,0.31583656245718233,0.4130840980237043,0.0
2014-12-02,0.24834831938853263,0.3232112451965259,0.42844043541494153,0.0
2014-12-03,0.22325768054405506,0.3122525168256273,0.4644898026303175,0.0
2014-12-04,0.21817480779477977,0.3105737691823836,0.4712514230228366,0.0
2014-12-05,0.2210588067642485,0.29865111737218275,0.4802900758635688,0.0
2014-12-08,0.22099498673930043,0.2964716317182424,0.4825333815424572,0.0
2014-12-09,0.21315837389718317,0.2993144929793411,0.48752713312347584,0.0
2014-12-10,0.20974320809682484,0.29746480407232573,0.49279198783084943,0.0
2014-12-11,0.21196992541964418,0.2909675116543164,0.49706256292603945,0.0
2014-12-12,0.2092253230794434,0.2919743707975876,0.49880030612296905,0.0
2014-12-15,0.21012193670003054,0.2906802403886195,0.4991978229113499,0.0
2014-12-16,0.2106738546076046,0.2888491985898732,0.5004769468025222,0.0
2014-12-17,0.20834544075232012,0.28700872129293803,0.5046458379547419,0.0
2014-12-18,0.1999242259090958,0.28127433205587965,0.5188014420350247,0.0
2014-12-19,0.19527999317734857,0.27702253422627454,0.5276974725963769,0.0
2014-12-22,0.19852772420140213,0.2668872728782423,0.5345850029203556,0.0
2014-12-23,0.1988581208903232,0.2590847863662078,0.542057092743469,0.0
2014-12-24,0.19913946148524392,0.25715879286101534,0.5437017456537409,0.0
2014-12-25,0.19742341492141444,0.252482181208676,0.5500944038699097,0.0
2014-12-26,0.19744766075876133,0.2521655351446883,0.5503868040965505,0.0
2014-12-29,0.1970315986866655,0.2523381289184881,0.5506302723948464,0.0
2014-12-30,0.197456783552797,0.2506953150452953,0.5518479014019076,0.0
2014-12-31,0.1957431843630694,0.2485317415205734,0.5557250741163573,0.0
2015-01-05,0.19547808518413673,0.248486188033694,0.5560357267821693,0.0
2015-01-06,0.19593676667045823,0.24523911124070497,0.5588241220888368,0.0
2015-01-07,0.18364835605834548,0.24554380865493705,0.5708078352867175,0.0
2015-01-08,0.18185374630053552,0.24521684284276435,0.5729294108567002,0.0
2015-01-09,0.1825998449628515,0.24619221146498804,0.5712079435721605,0.0
2015-01-12,0.18262900922758277,0.2442664899296267,0.5731045008427906,0.0
2015-01-13,0.18116377058498997,0.24646763030153648,0.5723685991134736,0.0
2015-01-14,0.1818425553743922,0.2457919096035269,0.5723655350220809,0.0
2015-01-15,0.18077961873180137,0.25377008903259196,0.5654502922356066,0.0
2015-01-16,0.18277420886336476,0.28047203468559834,0.5367537564510368,0.0
2015-01-19,0.18862410019995135,0.26726232063597427,0.5441135791640743,0.0
2015-01-20,0.18956990954452596,0.267277213528824,0.5431528769266502,0.0
2015-01-21,0.1922429845735114,0.271504789651216,0.5362522257752727,0.0
2015-01-22,0.19507572081249,0.2758857607937188,0.5290385183937912,0.0
2015-01-23,0.1949623668249719,0.2759083980620414,0.5291292351129868,0.0
2015-01-26,0.20281670950753522,0.28582327500545346,0.5113600154870114,0.0
2015-01-27,0.20615354441288153,0.29296239843994687,0.5008840571471717,0.0
2015-01-28,0.20567421395676033,0.2932209646668817,0.501104821376358,0.0
2015-01-29,0.2079066518900111,0.2968084536179396,0.4952848944920492,0.0
2015-01-30,0.2078560517329732,0.2968323506122959,0.495311597654731,0.0
2015-02-02,0.21477360010960947,0.30715941920500567,0.47806698068538495,0.0
2015-02-03,0.21570476503654326,0.30896328718787386,0.4753319477755829,0.0
2015-02-04,0.21550510813297877,0.3093871979264635,0.4751076939405578,0.0
2015-02-05,0.2167502292378238,0.3112577421341183,0.47199202862805795,0.0
2015-02-06,0.21675269432487904,0.3114164321293099,0.47183087354581105,0.0
2015-02-09,0.21767084358871827,0.31299605539691444,0.4693331010143673,0.0
2015-02-10,0.22242814898079108,0.32026128727765985,0.4573105637415491,0.0
2015-02-11,0.22295116324153097,0.3210120330674243,0.4560368036910447,0.0
2015-02-12,0.22361029874476715,0.3220724103609091,0.45431729089432377,0.0
2015-02-13,0.2242341713581718,0.3231194556097999,0.4526463730320283,0.0
2015-02-16,0.22436263097511405,0.3233836320839435,0.45225373694094245,0.0
2015-02-17,0.22456617245311067,0.32428681957649363,0.45114700797039575,0.0
2015-02-25,0.2245939591293836,0.324371404122903,0.4510346367477134,0.0
2015-02-26,0.23096510913944715,0.3336185468767519,0.43541634398380086,0.0
2015-02-27,0.23107292066440238,0.3336731710295835,0.4352539083060141,0.0
2015-03-02,0.23129142602141034,0.3336934208771621,0.4350151531014275,0.0
2015-03-03,0.23131481403140028,0.33363554984070587,0.43504963612789377,0.0
2015-03-04,0.23148881249327471,0.333100452884001,0.43541073462272434,0.0
2015-03-05,0.2333660325389008,0.335675126284985,0.4309588411761141,0.0
2015-03-06,0.23336874130969706,0.3356741683471247,0.4309570903431783,0.0
2015-03-09,0.23414351104598355,0.3366763684200219,0.42918012053399457,0.0
2015-03-10,0.23438813309509154,0.33701919103775996,0.4285926758671484,0.0
2015-03-11,0.2343689638610074,0.3370199311621684,0.4286111049768243,0.0
2015-03-12,0.23373675503336508,0.33604335413596637,0.4302198908306686,0.0
2015-03-13,0.23361198759170493,0.3356254785134383,0.4307625338948567,0.0
2015-03-16,0.23197760183848257,0.33020549362551543,0.437816904536002,0.0
2015-03-17,0.23062687983047403,0.3282635265095524,0.4411095936599736,0.0
2015-03-18,0.2309378429149073,0.32867826612042367,0.44038389096466907,0.0
2015-03-19,0.23145383703449154,0.3296306928070386,0.4389154701584698,0.0
2015-03-20,0.23128201775517332,0.3293808258143221,0.4393371564305046,0.0
2015-03-23,0.2318794589106409,0.3276848405855499,0.44043570050380915,0.0
2015-03-24,0.23202255859201945,0.3279694633839936,0.440007978023987,0.0
2015-03-25,0.2350635330087382,0.3330030129028969,0.431933454088365,0.0
2015-03-26,0.23500656294158234,0.33288345494781835,0.43210998211059937,0.0
2015-03-27,0.23408828059095815,0.33149148762204356,0.4344202317869983,0.0
2015-03-30,0.23422653703226154,0.331610197661314,0.4341632653064245,0.0
2015-03-31,0.23392088143873796,0.3317905666523369,0.4342885519089251,0.0
2015-04-01,0.23392789372387843,0.33178963407402284,0.4342824722020988,0.0
2015-04-02,0.2335117430996993,0.3319644450465097,0.434523811853791,0.0
2015-04-03,0.2331978284997153,0.33210289900887224,0.43469927249141244,0.0
2015-04-07,0.2322025005932954,0.33076515670180384,0.43703234270490077,0.0
2015-04-08,0.23221411466201583,0.33074771091972216,0.437038174418262,0.0
2015-04-09,0.23216551101933033,0.3307485690830076,0.4370859198976621,0.0
2015-04-10,0.23178893124730154,0.3303405269251384,0.4378705418275601,0.0
2015-04-13,0.23155186452231893,0.33006873740679044,0.43837939807089066,0.0
2015-04-14,0.23157402725185688,0.3301069047421523,0.4383190680059908,0.0
2015-04-15,0.23119436292016168,0.32951002883909125,0.4392956082407471,0.0
2015-04-16,0.22833510087180942,0.32903492420102054,0.44262997492717004,0.0
2015-04-17,0.22833532542862714,0.32906655564112863,0.4425981189302443,0.0
2015-04-20,0.22717356534148514,0.3302837571541317,0.4425426775043832,0.0
2015-04-21,0.22706742646614606,0.3303544409787368,0.4425781325551171,0.0
2015-04-22,0.22762753400711944,0.33147034478088416,0.4409021212119963,0.0
2015-04-23,0.22746662177676888,0.3314935321958285,0.4410398460274027,0.0
2015-04-24,0.22802918599256755,0.33226873753896763,0.4397020764684648,0.0
2015-04-27,0.22800960155874217,0.33228460403134846,0.43970579440990937,0.0
2015-04-28,0.22797629331228275,0.33271517943826256,0.4393085272494548,0.0
2015-04-29,0.22947077166164825,0.33478489562591185,0.4357443327124399,0.0
2015-04-30,0.2302791946546539,0.33582594637707835,0.43389485896826774,0.0
2015-05-04,0.23084823134613752,0.33670028123297924,0.4324514874208833,0.0
2015-05-05,0.226077239804704,0.34351834543981136,0.43040441475548463,0.0
2015-05-06,0.2255699281029319,0.34402838150298304,0.4304016903940851,0.0
2015-05-07,0.2254477625563115,0.34351320485952197,0.4310390325841665,0.0
2015-05-08,0.22614839130269554,0.3444875226158772,0.42936408608142734,0.0
2015-05-11,0.22668855399122426,0.3446450056545769,0.4286664403541989,0.0
2015-05-12,0.22726731038974365,0.34623467618260023,0.4264980134276561,0.0
2015-05-13,0.22785734702854762,0.3471551450454446,0.4249875079260078,0.0
2015-05-14,0.2279098403602125,0.3473122598698684,0.42477789976991903,0.0
2015-05-15,0.22859130373135256,0.34844797624954693,0.42296072001910057,0.0
2015-05-18,0.2306778417857917,0.352198346908888,0.4171238113053202,0.0
2015-05-19,0.23045796950902242,0.35501558399251676,0.4145264464984609,0.0
2015-05-20,0.22976366238071058,0.35767968656755794,0.41255665105173156,0.0
2015-05-21,0.2285049202374981,0.3580305042962672,0.4134645754662348,0.0
2015-05-22,0.22881563590990073,0.36112476275333527,0.41005960133676395,0.0
2015-05-25,0.2274956878435636,0.37077887135488463,0.4017254408015518,0.0
2015-05-26,0.22455570310083156,0.374740682380562,0.40070361451860653,0.0
2015-05-27,0.2246046867336104,0.3754709670883323,0.3999243461780574,0.0
2015-05-28,0.22584854469501078,0.37512243340053303,0.3990290219044563,0.0
2015-05-29,0.22567916828662643,0.37557274572606875,0.3987480859873048,0.0
2015-06-01,0.2327213786223198,0.38190184904863556,0.38537677232904466,0.0
2015-06-02,0.23753690565234606,0.38850773785240406,0.3739553564952499,0.0
2015-06-03,0.24111219311256005,0.3957040262668588,0.3631837806205812,0.0
2015-06-04,0.23916156561932686,0.40112323844147413,0.3597151959391991,0.0
2015-06-05,0.23985704313301884,0.4038077455486486,0.3563352113183326,0.0
2015-06-08,0.24208323144216362,0.40250886658111024,0.35540790197672606,0.0
2015-06-09,0.24366099244340728,0.40615418544998144,0.35018482210661134,0.0
2015-06-10,0.2421349866591273,0.41044708461009666,0.34741792873077604,0.0
2015-06-11,0.24390188025366988,0.4109221768731397,0.3451759428731905,0.0
2015-06-12,0.243533122795823,0.41189784814315306,0.344569029061024,0.0
2015-06-15,0.24385566712785087,0.41419715407243746,0.3419471787997117,0.0
2015-06-16,0.24496267023093127,0.4161057314482374,0.3389315983208313,0.0
2015-06-17,0.24734160065821612,0.42122341553790915,0.3314349838038747,0.0
2015-06-18,0.2482750561049178,0.42558105792536466,0.3261438859697176,0.0
2015-06-19,0.2433652465585306,0.437954954161136,0.3186797992803335,0.0
2015-06-23,0.2406628586108611,0.4489115746612658,0.31042556672787325,0.0
2015-06-24,0.2415676796611384,0.45453324607265644,0.30389907426620516,0.0
2015-06-25,0.2391269181343022,0.46348036997127295,0.2973927118944248,0.0
2015-06-26,0.2392169069679446,0.4652516445392147,0.2955314484928407,0.0
2015-06-29,0.23961560137323298,0.4652931170647018,0.2950912815620653,0.0
2015-06-30,0.23859207494767495,0.46757578689028995,0.29383213816203513,0.0
2015-07-01,0.23738335851799225,0.4736334994095556,0.28898314207245207,0.0
2015-07-02,0.23770184283776485,0.4734525796937825,0.28884557746845274,0.0
2015-07-03,0.23389276500197786,0.48297539596167366,0.28313183903634853,0.0
2015-07-06,0.2411196241042332,0.4851491750183145,0.27373120087745234,0.0
2015-07-07,0.24143879418761263,0.4875580554898917,0.2710031503224957,0.0
2015-07-08,0.242660425832364,0.48495691520366074,0.27238265896397523,0.0
2015-07-09,0.2412710526602361,0.4884925788103398,0.27023636852942406,0.0
2015-07-10,0.245595582538433,0.4831909741548975,0.2712134433066696,0.0
2015-07-13,0.2416535042183058,0.4950741444229658,0.2632723513587284,0.0
2015-07-14,0.24935380704091356,0.4890448914444577,0.26160130151462885,0.0
2015-07-15,0.27477862105508094,0.46872235520901284,0.25649902373590633,0.0
2015-07-16,0.24196949964986667,0.536707608321914,0.22132289202821948,0.0
2015-07-17,0.23592506458457996,0.5494574077702554,0.21461752764516473,0.0
2015-07-20,0.23593449235502786,0.5487597971768305,0.21530571046814165,0.0
2015-07-21,0.23566508151342047,0.5483001319984814,0.21603478648809815,0.0
2015-07-22,0.23565371510022065,0.5492669339639392,0.21507935093584019,0.0
2015-07-23,0.23197930964397656,0.55294350674492,0.21507718361110345,0.0
2015-07-24,0.23520259749317748,0.5478161530768809,0.21698124942994165,0.0
2015-07-27,0.23741951071490294,0.5458552925433758,0.21672519674172117,0.0
2015-07-28,0.23628134770157072,0.5459555684601258,0.2177630838383035,0.0
2015-07-29,0.23824533788795796,0.5467503875148869,0.21500427459715515,0.0
2015-07-30,0.23824272718394937,0.5440662617240347,0.21769101109201602,0.0
2015-07-31,0.23817954817654652,0.5431913659219203,0.21862908590153327,0.0
2015-08-03,0.244065699538754,0.5338329019613695,0.2221013984998766,0.0
2015-08-04,0.24248458425928676,0.5385092594556934,0.2190061562850199,0.0
2015-08-05,0.24807338700768536,0.5299035707349581,0.22202304225735658,0.0
2015-08-06,0.24912969495967807,0.5294775006558762,0.22139280438444578,0.0
2015-08-07,0.24906610234196436,0.526593777319733,0.2243401203383025,0.0
2015-08-10,0.25138661928980943,0.5222665779294519,0.22634680278073882,0.0
2015-08-11,0.25233347981376403,0.5237316919479355,0.22393482823830055,0.0
2015-08-12,0.2533906592330248,0.5269743615499053,0.21963497921706993,0.0
2015-08-13,0.2522191846483758,0.5267158372148372,0.2210649781367869,0.0
2015-08-14,0.255395102103261,0.5316792103034151,0.21292568759332392,0.0
2015-08-17,0.2554945415905814,0.5314612133835238,0.21304424502589484,0.0
2015-08-18,0.2537368427088276,0.5284781681854657,0.21778498910570662,0.0
2015-08-19,0.2529158019285019,0.5305221452684532,0.216562052803045,0.0
2015-08-20,0.2537742376602716,0.5341357295681303,0.21209003277159827,0.0
2015-08-21,0.25313195262794574,0.5353255292768793,0.21154251809517494,0.0
2015-08-24,0.25136080972664054,0.540071243028662,0.20856794724469752,0.0
2015-08-25,0.2531129148782652,0.5432976108637613,0.20358947425797363,0.0
2015-08-26,0.24965196247956858,0.5507642832206069,0.19958375429982458,0.0
2015-08-27,0.23331495748279776,0.5662899754764216,0.2003950670407807,0.0
2015-08-28,0.23104336893645105,0.568602465775925,0.20035416528762398,0.0
2015-08-31,0.23152625415646075,0.5698704188616133,0.19860332698192604,0.0
2015-09-01,0.22896207404933278,0.5740652460404418,0.19697267991022538,0.0
2015-09-02,0.22844734615235524,0.5757901280569466,0.1957625257906981,0.0
2015-09-07,0.2246270811160075,0.5831210547418046,0.19225186414218792,0.0
2015-09-08,0.22459088541719519,0.5831558617796174,0.19225325280318734,0.0
2015-09-09,0.2231024438700533,0.5841685998899493,0.19272895623999753,0.0
2015-09-10,0.22246169116340545,0.5829684265749807,0.19456988226161384,0.0
2015-09-11,0.21705587584957683,0.5875883005060867,0.19535582364433646,0.0
2015-09-14,0.21420841511542107,0.5936624880037116,0.1921290968808674,0.0
2015-09-15,0.21429955424062563,0.5937133272546299,0.19198711850474448,0.0
2015-09-16,0.21588492837935175,0.5924514642724554,0.1916636073481928,0.0
2015-09-17,0.2177235826340939,0.5924724513740746,0.18980396599183166,0.0
2015-09-18,0.2175441479600368,0.5919442783096328,0.1905115737303304,0.0
2015-09-21,0.21772519204391333,0.5917793923191088,0.19049541563697786,0.0
2015-09-22,0.2169761293379939,0.5946921584156394,0.18833171224636672,0.0
2015-09-23,0.2231047038656539,0.5994260122249364,0.17746928390940972,0.0
2015-09-24,0.22377818968898575,0.5970724065578165,0.1791494037531979,0.0
2015-09-25,0.22730927834076378,0.5928336095150237,0.1798571121442125,0.0
2015-09-28,0.22749083327739217,0.5928085529609153,0.17970061376169252,0.0
2015-09-29,0.22981267396483332,0.5917972309204439,0.17839009511472284,0.0
2015-09-30,0.2343780355975885,0.5844213143674778,0.18120065003493374,0.0
2015-10-08,0.2357626486181194,0.5875207152792843,0.17671663610259622,0.0
